time,x0,x1,x2,x3,x4,x5
4.992,2.998633114349941e-10,3.479325699777678e-10,4.738288758512673e-10,1.4349996903105912e-15,1.9052340800152304e-08,1e-05
4.994,2.9978551046577993e-10,3.4788719706634e-10,4.737283886569304e-10,1.4345385081893298e-15,1.9052541775002157e-08,1e-05
4.996,2.997077567311782e-10,3.4784184615899497e-10,4.736279596990933e-10,1.4340776336237886e-15,1.905274263337871e-08,1e-05
4.998,2.996300501666503e-10,3.477965172401342e-10,4.735275889054188e-10,1.43361706621756e-15,1.9052943375426622e-08,1e-05
5.0,2.9955239214296954e-10,3.4775120987674727e-10,4.734272774301717e-10,1.4331568117730808e-15,1.905314399883737e-08,1e-05
5.002,2.9947478142062355e-10,3.47705924394937e-10,4.73327024196894e-10,1.4326968648194486e-15,1.9053344505763875e-08,1e-05
5.0040000000000004,2.9939721794612485e-10,3.476606607758908e-10,4.732268291426921e-10,1.4322372250079828e-15,1.9053544896331922e-08,1e-05
5.006,2.993197016697419e-10,3.476154189997043e-10,4.731266922078824e-10,1.431777892006224e-15,1.905374517066087e-08,1e-05
5.008,2.9924223254174296e-10,3.4757019904647265e-10,4.730266133327809e-10,1.4313188654817118e-15,1.90539453288701e-08,1e-05
5.01,2.991648105123964e-10,3.475250008962912e-10,4.729265924577038e-10,1.4308601451019856e-15,1.9054145371078976e-08,1e-05
5.0120000000000005,2.990874355319705e-10,3.474798245292553e-10,4.728266295229673e-10,1.430401730534586e-15,1.905434529740686e-08,1e-05
5.014,2.990101075507338e-10,3.474346699254604e-10,4.727267244688876e-10,1.4299436214470528e-15,1.9054545107973128e-08,1e-05
5.016,2.9893282651895444e-10,3.473895370650018e-10,4.72626877235781e-10,1.429485817506926e-15,1.9054744802897153e-08,1e-05
5.018,2.98855592386901e-10,3.4734442592797477e-10,4.725270877639635e-10,1.4290283183817457e-15,1.9054944382298282e-08,1e-05
5.0200000000000005,2.987784051048416e-10,3.4729933649447467e-10,4.724273559937514e-10,1.4285711237390515e-15,1.90551438462959e-08,1e-05
5.022,2.9870126462304466e-10,3.4725426874459694e-10,4.723276818654608e-10,1.4281142332463834e-15,1.9055343195009372e-08,1e-05
5.024,2.986241708917786e-10,3.472092226584368e-10,4.722280653194081e-10,1.4276576465712816e-15,1.9055542428558062e-08,1e-05
5.026,2.9854712386131184e-10,3.4716419821608974e-10,4.721285062959093e-10,1.427201363381286e-15,1.9055741547061346e-08,1e-05
5.0280000000000005,2.984701234819125e-10,3.4711919539765097e-10,4.720290047352807e-10,1.4267453833439362e-15,1.9055940550638586e-08,1e-05
5.03,2.98393169703849e-10,3.4707421418321594e-10,4.719295605778383e-10,1.4262897061267726e-15,1.9056139439409148e-08,1e-05
